Date,Open,High,Low,Close,PivotType,Fractal
2011.04.29 14:00,1.4858799999999999,1.48769,1.48547,1.48748,None,No
2011.04.29 15:00,1.48746,1.48771,1.48453,1.4853299999999998,BR,No
2011.04.29 16:00,1.4853,1.4860799999999998,1.48305,1.48386,BL,No
2011.04.29 17:00,1.48379,1.4863899999999999,1.48319,1.48358,BR,No
2011.04.29 18:00,1.48356,1.48427,1.48079,1.48199,BL,No
2011.04.29 19:00,1.4819799999999999,1.4832,1.48177,1.48272,None,No
2011.04.29 20:00,1.48268,1.4839200000000001,1.48251,1.48337,None,No
2011.04.29 21:00,1.48339,1.48565,1.48338,1.48365,BR,No
2011.04.29 22:00,1.48367,1.48384,1.48101,1.48101,None,No
2011.04.29 23:00,1.4809700000000001,1.48163,1.48034,1.48048,BL,No
2011.04.30 00:00,1.48052,1.48062,1.48052,1.48062,None,No
2011.05.02 01:00,1.4824899999999999,1.4839,1.47848,1.48006,BR,No
2011.05.02 02:00,1.48007,1.48221,1.47794,1.48149,BL,No
2011.05.02 03:00,1.48153,1.4862799999999998,1.48027,1.48309,BR,No
2011.05.02 04:00,1.48308,1.4839799999999999,1.4809700000000001,1.48163,None,No
2011.05.02 05:00,1.4816200000000002,1.48291,1.4763600000000001,1.4786,None,No
2011.05.02 06:00,1.47861,1.47989,1.47632,1.47915,BL,Yes
2011.05.02 07:00,1.4791299999999998,1.48032,1.47686,1.47943,BR,No
2011.05.02 08:00,1.47943,1.47979,1.4772,1.47919,None,No
2011.05.02 09:00,1.47919,1.48207,1.4786299999999999,1.48054,BR,No
2011.05.02 10:00,1.48053,1.4807,1.47823,1.4802600000000001,BL,No
2011.05.02 11:00,1.48025,1.4823,1.48014,1.48176,None,No
2011.05.02 12:00,1.48173,1.48539,1.48118,1.484,BR,No
2011.05.02 13:00,1.4840200000000001,1.48471,1.48317,1.48458,None,No
2011.05.02 14:00,1.4845700000000002,1.4852,1.48339,1.48366,BR,No
2011.05.02 15:00,1.48367,1.4847299999999999,1.48264,1.48433,BL,No
2011.05.02 16:00,1.48431,1.4854399999999999,1.48275,1.48357,None,No
2011.05.02 17:00,1.48358,1.48917,1.4833399999999999,1.48899,None,No
2011.05.02 18:00,1.48898,1.4901200000000001,1.48664,1.4869,BR,Yes
2011.05.02 19:00,1.48692,1.4882600000000001,1.4863,1.48738,BL,No
2011.05.02 20:00,1.48738,1.4880200000000001,1.48661,1.48679,None,No
2011.05.02 21:00,1.48678,1.48714,1.4842799999999998,1.48462,None,No
2011.05.02 22:00,1.48461,1.48502,1.48253,1.48298,None,No
2011.05.02 23:00,1.483,1.48336,1.48159,1.48288,BL,No
2011.05.03 00:00,1.48288,1.48295,1.48175,1.4821799999999998,None,No
2011.05.03 01:00,1.48225,1.48266,1.48185,1.4821799999999998,None,No
2011.05.03 02:00,1.4822,1.48241,1.47855,1.47939,None,No
2011.05.03 03:00,1.4794100000000001,1.48033,1.4785,1.4802799999999998,BL,No
2011.05.03 04:00,1.4802899999999999,1.48104,1.47856,1.47868,None,No
2011.05.03 05:00,1.4786700000000002,1.48126,1.47712,1.48064,BR,No
2011.05.03 06:00,1.48062,1.48066,1.47976,1.48012,None,No
2011.05.03 07:00,1.48011,1.48138,1.47917,1.4812299999999998,BL,No
2011.05.03 08:00,1.4812299999999998,1.4843600000000001,1.4807299999999999,1.48345,BR,No
2011.05.03 09:00,1.4834200000000002,1.48385,1.48098,1.4814100000000001,None,No
2011.05.03 10:00,1.4814,1.48248,1.47712,1.47835,None,No
2011.05.03 11:00,1.47833,1.48105,1.4754200000000002,1.4806,BL,Yes
2011.05.03 12:00,1.4805700000000002,1.48098,1.47837,1.4789,None,No
2011.05.03 13:00,1.47882,1.4789299999999999,1.47609,1.4767299999999999,BL,No
2011.05.03 14:00,1.4767299999999999,1.47945,1.47661,1.4775399999999999,None,No
2011.05.03 15:00,1.47755,1.48187,1.47718,1.48064,None,No
2011.05.03 16:00,1.48063,1.48326,1.48048,1.48238,None,No
2011.05.03 17:00,1.4824,1.48414,1.48106,1.48412,None,No
2011.05.03 18:00,1.48409,1.48885,1.4838799999999999,1.48747,BR,Yes
2011.05.03 19:00,1.48743,1.4880200000000001,1.48462,1.48496,None,No
2011.05.03 20:00,1.48498,1.4859799999999999,1.48308,1.4838,None,No
2011.05.03 21:00,1.48379,1.4840799999999998,1.48164,1.48191,None,No
2011.05.03 22:00,1.4819200000000001,1.4834200000000002,1.48161,1.48318,BL,No
2011.05.03 23:00,1.48319,1.48327,1.4821799999999998,1.4823600000000001,None,No
2011.05.04 00:00,1.4823899999999999,1.4828700000000001,1.48177,1.48205,BL,No
2011.05.04 01:00,1.48205,1.48314,1.48185,1.4831299999999998,None,No
2011.05.04 02:00,1.48312,1.48373,1.48227,1.48358,None,No
2011.05.04 03:00,1.48357,1.48389,1.48193,1.48265,BR,No
2011.05.04 04:00,1.4826700000000002,1.48298,1.4775399999999999,1.47781,None,No
2011.05.04 05:00,1.4778200000000001,1.4799,1.47748,1.4791299999999998,BL,Yes
2011.05.04 06:00,1.47914,1.48061,1.47794,1.47973,None,No
2011.05.04 07:00,1.47966,1.48076,1.47919,1.47994,None,No
2011.05.04 08:00,1.47994,1.48191,1.47993,1.48081,None,No
2011.05.04 09:00,1.4808,1.48365,1.47995,1.48256,None,No
2011.05.04 10:00,1.48254,1.4873399999999999,1.4822899999999999,1.48486,BR,No
2011.05.04 11:00,1.48485,1.4872100000000001,1.4832100000000001,1.48543,None,No
2011.05.04 12:00,1.4854,1.48779,1.48484,1.48691,BR,No
2011.05.04 13:00,1.48688,1.48756,1.4849700000000001,1.4854100000000001,None,No
2011.05.04 14:00,1.48536,1.48708,1.485,1.4863600000000001,None,No
2011.05.04 15:00,1.48643,1.49275,1.4862600000000001,1.49181,None,No
2011.05.04 16:00,1.49186,1.49349,1.4905,1.49319,None,No
2011.05.04 17:00,1.49315,1.49385,1.48648,1.4882,BR,Yes
2011.05.04 18:00,1.48821,1.489,1.48448,1.4857200000000002,None,No
2011.05.04 19:00,1.48573,1.4864600000000001,1.48255,1.4849700000000001,BL,No
2011.05.04 20:00,1.48491,1.48692,1.4843600000000001,1.48617,BR,No
2011.05.04 21:00,1.48586,1.4867700000000001,1.48456,1.48481,None,No
2011.05.04 22:00,1.48485,1.4848700000000001,1.48302,1.48304,None,No
2011.05.04 23:00,1.48302,1.48326,1.4820799999999998,1.48256,None,No
2011.05.05 00:00,1.48258,1.48326,1.48082,1.48285,BL,No
2011.05.05 01:00,1.4828,1.4833399999999999,1.48234,1.48291,None,No
2011.05.05 02:00,1.4829,1.48339,1.48219,1.4826700000000002,None,No
2011.05.05 03:00,1.48261,1.4842899999999999,1.48068,1.48427,BL,Yes
2011.05.05 04:00,1.4842799999999998,1.48537,1.48333,1.48478,None,No
2011.05.05 05:00,1.48479,1.4855,1.48359,1.4838799999999999,None,No
2011.05.05 06:00,1.48389,1.4863899999999999,1.4835,1.4863600000000001,BL,No
2011.05.05 07:00,1.48637,1.48688,1.48556,1.4860799999999998,None,No
2011.05.05 08:00,1.48606,1.48737,1.4856,1.48708,None,No
2011.05.05 09:00,1.4870700000000001,1.48842,1.48502,1.4877799999999999,BL,No
2011.05.05 10:00,1.48793,1.48989,1.4873399999999999,1.48832,BR,No
2011.05.05 11:00,1.48829,1.48974,1.48708,1.48929,None,No
2011.05.05 12:00,1.4893,1.4897200000000002,1.4841799999999998,1.48423,None,No
2011.05.05 13:00,1.48424,1.48424,1.48179,1.48302,BL,No
2011.05.05 14:00,1.48301,1.48421,1.48189,1.48421,None,No
2011.05.05 15:00,1.48422,1.4843899999999999,1.46777,1.47056,BR,No
2011.05.05 16:00,1.47055,1.47177,1.46543,1.46712,None,No
2011.05.05 17:00,1.46709,1.46853,1.4610299999999998,1.46126,None,No
2011.05.05 18:00,1.46127,1.46169,1.45764,1.45795,None,No
2011.05.05 19:00,1.4579600000000001,1.4599,1.45632,1.45738,None,No
2011.05.05 20:00,1.45739,1.45828,1.45555,1.45604,None,No
2011.05.05 21:00,1.4560600000000001,1.4563,1.4519,1.45258,None,No
2011.05.05 22:00,1.45256,1.45387,1.45096,1.45286,BL,No
2011.05.05 23:00,1.45284,1.45422,1.45218,1.45401,None,No
2011.05.06 00:00,1.45402,1.45491,1.45347,1.4540899999999999,BR,No
2011.05.06 01:00,1.45411,1.45466,1.45329,1.45436,BL,No
2011.05.06 02:00,1.45434,1.45638,1.4533,1.4558,None,No
2011.05.06 03:00,1.45579,1.45779,1.45458,1.45634,None,No
2011.05.06 04:00,1.45635,1.45822,1.4558,1.45792,None,No
2011.05.06 05:00,1.45791,1.4587299999999999,1.45575,1.45633,BR,No
2011.05.06 06:00,1.45633,1.45646,1.45386,1.4540799999999998,None,No
2011.05.06 07:00,1.4540899999999999,1.45498,1.45337,1.4548,BL,No
2011.05.06 08:00,1.4548299999999998,1.45757,1.4544,1.45589,None,No
2011.05.06 09:00,1.4558799999999998,1.45856,1.45529,1.45743,None,No
2011.05.06 10:00,1.4574,1.4586299999999999,1.45222,1.4533200000000002,BR,No
2011.05.06 11:00,1.45331,1.45407,1.45072,1.45202,BL,No
2011.05.06 12:00,1.45204,1.45526,1.45139,1.4537799999999999,BR,No
2011.05.06 13:00,1.45376,1.45479,1.45226,1.4532100000000001,None,No
2011.05.06 14:00,1.4532,1.4536200000000001,1.44956,1.4514,None,No
2011.05.06 15:00,1.45139,1.4535200000000001,1.44565,1.45261,BL,No
2011.05.06 16:00,1.4526299999999999,1.45728,1.45003,1.45175,BR,No
2011.05.06 17:00,1.45175,1.45289,1.4485299999999999,1.45062,None,No
2011.05.06 18:00,1.4506,1.4525700000000001,1.44564,1.44951,None,No
2011.05.06 19:00,1.44976,1.44979,1.43713,1.43945,None,No
2011.05.06 20:00,1.43956,1.4416799999999999,1.43489,1.43757,None,No
2011.05.06 21:00,1.4376,1.43886,1.43153,1.4336200000000001,BL,No
2011.05.06 22:00,1.4336,1.4359,1.43306,1.43521,None,No
2011.05.06 23:00,1.43527,1.43529,1.43117,1.43149,BL,No
2011.05.09 01:00,1.43656,1.43854,1.43479,1.43479,None,No
2011.05.09 02:00,1.43478,1.43957,1.43403,1.43882,BL,No
2011.05.09 03:00,1.4388100000000001,1.44051,1.43767,1.43859,None,No
2011.05.09 04:00,1.4386,1.4406,1.43511,1.4398799999999998,BR,No
2011.05.09 05:00,1.43987,1.44049,1.43921,1.43931,None,No
2011.05.09 06:00,1.4393200000000002,1.44051,1.43917,1.43973,BR,No
2011.05.09 07:00,1.43976,1.44046,1.4383700000000001,1.4401899999999999,None,No
2011.05.09 08:00,1.4401899999999999,1.4401899999999999,1.43674,1.43822,BL,No
2011.05.09 09:00,1.43821,1.44236,1.4375,1.4398799999999998,None,No
2011.05.09 10:00,1.43985,1.44389,1.4395200000000001,1.44335,None,No
2011.05.09 11:00,1.44335,1.44407,1.4409,1.4422700000000002,BR,Yes
2011.05.09 12:00,1.44228,1.44331,1.4390100000000001,1.4405,None,No
2011.05.09 13:00,1.44038,1.44099,1.43803,1.43868,BL,No
2011.05.09 14:00,1.4386700000000001,1.4405700000000001,1.43826,1.4396200000000001,None,No
2011.05.09 15:00,1.43963,1.4407,1.43153,1.43248,BR,No
2011.05.09 16:00,1.43252,1.43375,1.4283700000000001,1.4285299999999999,None,No
2011.05.09 17:00,1.42852,1.4297799999999998,1.4254799999999999,1.42646,BL,Yes
2011.05.09 18:00,1.42645,1.43056,1.42631,1.42997,None,No
2011.05.09 19:00,1.4299899999999999,1.4317,1.42861,1.43092,None,No
2011.05.09 20:00,1.43093,1.43375,1.42969,1.43366,None,No
2011.05.09 21:00,1.43366,1.43536,1.4327,1.4336200000000001,BR,No
2011.05.09 22:00,1.43363,1.4351399999999999,1.4334,1.43502,None,No
2011.05.09 23:00,1.43502,1.43675,1.43502,1.43634,BR,No
2011.05.10 00:00,1.43635,1.43674,1.4348299999999998,1.43567,None,No
2011.05.10 01:00,1.43566,1.43756,1.4348100000000001,1.43739,BR,No
2011.05.10 02:00,1.4374,1.43746,1.43618,1.43678,None,No
2011.05.10 03:00,1.4368,1.43689,1.4325,1.43305,BL,No
2011.05.10 04:00,1.43305,1.4355799999999999,1.43282,1.4337,None,No
2011.05.10 05:00,1.43372,1.4348299999999998,1.4328,1.43316,None,No
2011.05.10 06:00,1.43316,1.4343299999999999,1.43261,1.4332200000000002,None,No
2011.05.10 07:00,1.43321,1.43349,1.43254,1.43271,None,No
2011.05.10 08:00,1.4327,1.43272,1.42727,1.42869,None,No
2011.05.10 09:00,1.42868,1.43224,1.4269999999999998,1.43191,BL,No
2011.05.10 10:00,1.4319,1.43741,1.4302700000000002,1.43616,BR,No
2011.05.10 11:00,1.43618,1.43634,1.4324299999999999,1.43583,None,No
2011.05.10 12:00,1.4357799999999998,1.43771,1.43282,1.43341,BR,No
2011.05.10 13:00,1.4334200000000001,1.43554,1.4329100000000001,1.43351,None,No
2011.05.10 14:00,1.43351,1.43779,1.43261,1.43676,BL,No
2011.05.10 15:00,1.43675,1.43935,1.43503,1.43682,BR,No
2011.05.10 16:00,1.43682,1.43776,1.43208,1.43441,BL,No
2011.05.10 17:00,1.43444,1.43743,1.43392,1.43563,None,No
2011.05.10 18:00,1.43566,1.43769,1.43486,1.43559,BR,No
2011.05.10 19:00,1.43559,1.4365700000000001,1.43454,1.43563,BL,No
2011.05.10 20:00,1.43557,1.43773,1.4349399999999999,1.43724,None,No
2011.05.10 21:00,1.43728,1.4395200000000001,1.43636,1.43939,None,No
2011.05.10 22:00,1.43941,1.44108,1.43937,1.43994,None,No
2011.05.10 23:00,1.43989,1.44118,1.4396799999999998,1.4408299999999998,None,No
2011.05.11 00:00,1.44086,1.44118,1.44028,1.4410100000000001,None,No
2011.05.11 01:00,1.44102,1.44183,1.4405700000000001,1.4405700000000001,BR,No
2011.05.11 02:00,1.44056,1.44149,1.4398799999999998,1.43994,None,No
2011.05.11 03:00,1.43994,1.44161,1.4393799999999999,1.43977,BL,No
2011.05.11 04:00,1.43979,1.44223,1.43963,1.4408299999999998,BR,Yes
2011.05.11 05:00,1.4408299999999998,1.44092,1.43828,1.43896,BL,No
2011.05.11 06:00,1.43897,1.4401,1.43852,1.44,None,No
2011.05.11 07:00,1.4399899999999999,1.4409,1.43855,1.4389,BR,No
2011.05.11 08:00,1.43892,1.44003,1.43848,1.44003,BL,No
2011.05.11 09:00,1.4401,1.4417200000000001,1.43951,1.43954,BR,No
2011.05.11 10:00,1.43955,1.4398,1.43672,1.43838,BL,No
2011.05.11 11:00,1.4384,1.44171,1.43825,1.4409299999999998,None,No
2011.05.11 12:00,1.44096,1.44224,1.4390399999999999,1.4392399999999999,BR,No
2011.05.11 13:00,1.43927,1.4393200000000002,1.43713,1.43741,None,No
2011.05.11 14:00,1.43739,1.43824,1.43528,1.43618,None,No
2011.05.11 15:00,1.4361899999999999,1.43652,1.43255,1.4346,None,No
2011.05.11 16:00,1.4346,1.43587,1.42943,1.43026,None,No
2011.05.11 17:00,1.43024,1.43157,1.4275799999999998,1.4298600000000001,None,No
2011.05.11 18:00,1.42977,1.4311399999999999,1.42595,1.42649,None,No
2011.05.11 19:00,1.42652,1.42828,1.4197899999999999,1.42162,None,No
2011.05.11 20:00,1.42156,1.42213,1.4186,1.4196,None,No
2011.05.11 21:00,1.41953,1.42057,1.4172,1.41949,BL,Yes
2011.05.11 22:00,1.41949,1.42129,1.41859,1.4200700000000002,BR,No
2011.05.11 23:00,1.42005,1.42079,1.41906,1.41909,None,No
2011.05.12 00:00,1.41909,1.42048,1.4188399999999999,1.4199700000000002,BL,No
2011.05.12 01:00,1.41993,1.4212,1.4196799999999998,1.42087,None,No
2011.05.12 02:00,1.4209,1.42167,1.42011,1.42054,None,No
2011.05.12 03:00,1.42055,1.4227299999999998,1.41898,1.4219899999999999,BR,No
2011.05.12 04:00,1.42198,1.4227100000000001,1.41903,1.42121,None,No
2011.05.12 05:00,1.4212,1.4234,1.42099,1.42318,BR,Yes
2011.05.12 06:00,1.42317,1.42339,1.4220899999999999,1.4220899999999999,None,No
2011.05.12 07:00,1.4221,1.42306,1.42159,1.42213,None,No
2011.05.12 08:00,1.42211,1.4231200000000002,1.41927,1.41959,BR,No
2011.05.12 09:00,1.41962,1.42117,1.4181700000000002,1.42018,BL,No
2011.05.12 10:00,1.4201700000000002,1.42293,1.41937,1.42205,None,No
2011.05.12 11:00,1.4221,1.42323,1.41784,1.41946,BR,No
2011.05.12 12:00,1.41943,1.42009,1.4135,1.41521,None,No
2011.05.12 13:00,1.41519,1.4157799999999998,1.41229,1.41515,BL,Yes
2011.05.12 14:00,1.4152799999999999,1.4176600000000001,1.41415,1.41689,BR,No
2011.05.12 15:00,1.4169,1.41753,1.41372,1.41565,BL,No
2011.05.12 16:00,1.41551,1.4211,1.41551,1.41813,None,No
2011.05.12 17:00,1.41806,1.4219899999999999,1.41705,1.4198,None,No
2011.05.12 18:00,1.41964,1.42582,1.41905,1.42299,BR,No
2011.05.12 19:00,1.42298,1.42441,1.42123,1.42307,None,No
2011.05.12 20:00,1.42307,1.4276,1.42305,1.42632,BR,No
2011.05.12 21:00,1.4263299999999999,1.42677,1.42274,1.42296,None,No
2011.05.12 22:00,1.42297,1.42421,1.42265,1.42385,BL,No
2011.05.12 23:00,1.4238600000000001,1.4246299999999998,1.42347,1.4243700000000001,None,No
2011.05.13 00:00,1.42438,1.42466,1.42371,1.42402,None,No
2011.05.13 01:00,1.42405,1.42492,1.4235799999999998,1.42359,BR,No
2011.05.13 02:00,1.42359,1.42429,1.4225299999999999,1.42293,None,No
2011.05.13 03:00,1.4229399999999999,1.4231200000000002,1.42114,1.42159,None,No
2011.05.13 04:00,1.4216,1.42215,1.41846,1.41972,BL,No
2011.05.13 05:00,1.41973,1.42133,1.41934,1.42068,None,No
2011.05.13 06:00,1.42067,1.42086,1.41946,1.41971,None,No
2011.05.13 07:00,1.41971,1.42127,1.41926,1.42061,BL,No
2011.05.13 08:00,1.4206,1.42388,1.4202299999999999,1.42366,None,No
2011.05.13 09:00,1.42365,1.4271,1.42349,1.42511,None,No
2011.05.13 10:00,1.42509,1.43139,1.42408,1.43038,None,No
2011.05.13 11:00,1.4303,1.4338799999999998,1.43003,1.43232,BR,Yes
2011.05.13 12:00,1.4322700000000002,1.43248,1.4288100000000001,1.42918,None,No
2011.05.13 13:00,1.42921,1.43066,1.42812,1.42852,None,No
2011.05.13 14:00,1.42855,1.4290399999999999,1.4271399999999999,1.42865,None,No
2011.05.13 15:00,1.42869,1.43054,1.42571,1.42753,BR,No
2011.05.13 16:00,1.42724,1.42779,1.42335,1.42439,None,No
2011.05.13 17:00,1.42446,1.4252200000000002,1.42005,1.42016,None,No
2011.05.13 18:00,1.4204,1.4205,1.41375,1.4142,None,No
2011.05.13 19:00,1.41398,1.4147299999999998,1.40672,1.40963,BL,No
2011.05.13 20:00,1.41035,1.41157,1.4093,1.41086,None,No
2011.05.13 21:00,1.41086,1.41288,1.41025,1.41089,BR,No
2011.05.13 22:00,1.41087,1.41144,1.40949,1.41057,None,No
2011.05.13 23:00,1.41055,1.41164,1.4092,1.41153,BL,No
2011.05.14 00:00,1.41157,1.4117,1.41157,1.4117,BR,No
2011.05.16 01:00,1.40753,1.40819,1.40709,1.40749,None,No
2011.05.16 02:00,1.4074799999999998,1.40849,1.4061700000000001,1.40665,BL,No
2011.05.16 03:00,1.40669,1.40864,1.4062700000000001,1.40656,None,No
2011.05.16 04:00,1.40655,1.40869,1.40478,1.40804,BL,Yes
2011.05.16 05:00,1.40803,1.40981,1.40749,1.40934,None,No
2011.05.16 06:00,1.40936,1.41065,1.40852,1.4086299999999998,BR,No
2011.05.16 07:00,1.40859,1.40955,1.40856,1.4090200000000002,None,No
2011.05.16 08:00,1.40904,1.41059,1.40792,1.4096799999999998,BL,No
2011.05.16 09:00,1.4096899999999999,1.4119700000000002,1.40866,1.41174,None,No
2011.05.16 10:00,1.41178,1.4148,1.4113,1.41431,BR,No
2011.05.16 11:00,1.41422,1.41457,1.4118600000000001,1.41394,None,No
2011.05.16 12:00,1.4139,1.4142299999999999,1.41035,1.41065,BL,No
2011.05.16 13:00,1.41072,1.4128100000000001,1.4104,1.41104,None,No
2011.05.16 14:00,1.41103,1.4126100000000001,1.4091200000000002,1.41245,BL,No
2011.05.16 15:00,1.41249,1.4152200000000001,1.4116799999999998,1.4131,None,No
2011.05.16 16:00,1.4130200000000002,1.4194200000000001,1.41291,1.4192799999999999,None,No
2011.05.16 17:00,1.4193,1.4237,1.41913,1.42356,None,No
2011.05.16 18:00,1.42357,1.4243700000000001,1.4212799999999999,1.42171,BR,Yes
2011.05.16 19:00,1.42172,1.4241,1.41945,1.41972,None,No
2011.05.16 20:00,1.41971,1.42182,1.4186299999999998,1.42086,None,No
2011.05.16 21:00,1.42089,1.42232,1.41809,1.41888,BR,No
2011.05.16 22:00,1.41889,1.42054,1.41687,1.4179700000000002,None,No
2011.05.16 23:00,1.41806,1.4181,1.4155200000000001,1.4155200000000001,None,No
2011.05.17 00:00,1.41577,1.41629,1.41513,1.41604,BL,No
2011.05.17 01:00,1.41605,1.41645,1.41533,1.41572,BR,No
2011.05.17 02:00,1.41572,1.4157600000000001,1.4142,1.41449,BL,No
2011.05.17 03:00,1.41448,1.41746,1.41444,1.41574,BR,No
2011.05.17 04:00,1.41574,1.41583,1.41308,1.41404,None,No
2011.05.17 05:00,1.41406,1.41467,1.4129399999999999,1.4144299999999999,BL,Yes
2011.05.17 06:00,1.41444,1.41649,1.41444,1.4164299999999999,None,No
2011.05.17 07:00,1.41644,1.41749,1.41632,1.41688,None,No
2011.05.17 08:00,1.41687,1.41899,1.4158,1.41805,BL,No
2011.05.17 09:00,1.41803,1.4192799999999999,1.41639,1.4164700000000001,BR,No
2011.05.17 10:00,1.41644,1.41734,1.4149399999999999,1.4161700000000002,None,No
2011.05.17 11:00,1.41614,1.4185299999999998,1.41346,1.4172200000000001,BL,No
2011.05.17 12:00,1.41755,1.4223700000000001,1.41588,1.41713,BR,No
2011.05.17 13:00,1.4169100000000001,1.42173,1.4160700000000002,1.4202299999999999,None,No
2011.05.17 14:00,1.4203,1.4210399999999999,1.41609,1.41672,None,No
2011.05.17 15:00,1.41672,1.41792,1.41256,1.4141,None,No
2011.05.17 16:00,1.41409,1.4172200000000001,1.4122700000000001,1.41669,BL,No
2011.05.17 17:00,1.41668,1.4193200000000001,1.4152200000000001,1.41677,BR,No
2011.05.17 18:00,1.41679,1.41683,1.41202,1.4152799999999999,BL,No
2011.05.17 19:00,1.41537,1.41781,1.4143,1.4169200000000002,None,No
2011.05.17 20:00,1.41721,1.4217799999999998,1.41656,1.4216,None,No
2011.05.17 21:00,1.42162,1.4236,1.4203299999999999,1.42272,BR,No
2011.05.17 22:00,1.4227,1.42314,1.4214799999999999,1.4221700000000002,None,No
2011.05.17 23:00,1.42222,1.42379,1.4218899999999999,1.4234799999999999,None,No
2011.05.18 00:00,1.42355,1.42379,1.42336,1.42354,None,No
2011.05.18 01:00,1.42351,1.4271200000000002,1.42325,1.42674,BL,No
2011.05.18 02:00,1.42677,1.42755,1.42614,1.4266,BR,No
2011.05.18 03:00,1.42622,1.42635,1.42426,1.42527,None,No
2011.05.18 04:00,1.42531,1.42614,1.42404,1.42583,BL,No
2011.05.18 05:00,1.4257600000000001,1.42736,1.4254200000000001,1.42675,None,No
2011.05.18 06:00,1.42678,1.42862,1.42662,1.42757,BR,Yes
2011.05.18 07:00,1.4276,1.42848,1.42689,1.4275,None,No
2011.05.18 08:00,1.4275,1.42815,1.4262299999999999,1.42646,None,No
2011.05.18 09:00,1.42652,1.4277,1.42479,1.42516,BL,No
2011.05.18 10:00,1.42517,1.42831,1.42495,1.42555,BR,No
2011.05.18 11:00,1.4255200000000001,1.42737,1.4249,1.42565,None,No
2011.05.18 12:00,1.4256,1.42679,1.42371,1.42439,None,No
2011.05.18 13:00,1.42438,1.4261,1.42371,1.42442,None,No
2011.05.18 14:00,1.4243700000000001,1.42501,1.42236,1.42351,None,No
2011.05.18 15:00,1.42349,1.42349,1.42018,1.42149,None,No
2011.05.18 16:00,1.42137,1.4223299999999999,1.41946,1.42159,BL,Yes
2011.05.18 17:00,1.42164,1.42628,1.4216,1.4250200000000002,None,No
2011.05.18 18:00,1.42506,1.42774,1.4239600000000001,1.42686,None,No
2011.05.18 19:00,1.42688,1.4278,1.42579,1.4258899999999999,BR,No
2011.05.18 20:00,1.42603,1.42713,1.42486,1.42624,None,No
2011.05.18 21:00,1.42619,1.42824,1.4212200000000001,1.42246,BR,No
2011.05.18 22:00,1.42246,1.42448,1.4221,1.4238600000000001,None,No
2011.05.18 23:00,1.4238,1.42487,1.42335,1.42475,None,No
2011.05.19 00:00,1.4247299999999998,1.4250399999999999,1.42411,1.4250399999999999,None,No
2011.05.19 01:00,1.42499,1.42566,1.42455,1.42539,None,No
2011.05.19 02:00,1.42534,1.42696,1.42523,1.42577,None,No
2011.05.19 03:00,1.42575,1.4285700000000001,1.4256799999999998,1.42767,None,No
2011.05.19 04:00,1.42765,1.42872,1.42709,1.42754,None,No
2011.05.19 05:00,1.42756,1.43058,1.42756,1.4295,BR,Yes
2011.05.19 06:00,1.4295200000000001,1.42994,1.42858,1.42869,None,No
2011.05.19 07:00,1.42879,1.43025,1.4283299999999999,1.42957,BR,No
2011.05.19 08:00,1.42955,1.42973,1.42555,1.42588,None,No
2011.05.19 09:00,1.42584,1.42787,1.42505,1.4276,None,No
2011.05.19 10:00,1.42765,1.42766,1.42163,1.42349,None,No
2011.05.19 11:00,1.42351,1.4243299999999999,1.42058,1.42191,BL,No
2011.05.19 12:00,1.42191,1.4275799999999998,1.42136,1.42708,None,No
2011.05.19 13:00,1.42705,1.42949,1.42658,1.4270200000000002,BR,No
2011.05.19 14:00,1.42697,1.42764,1.42439,1.42441,None,No
2011.05.19 15:00,1.42448,1.42713,1.42249,1.42326,None,No
2011.05.19 16:00,1.42321,1.42756,1.4219700000000002,1.4268100000000001,BL,No
2011.05.19 17:00,1.42678,1.4288399999999999,1.42429,1.4252,BR,No
2011.05.19 18:00,1.42517,1.42677,1.42369,1.42515,BL,No
2011.05.19 19:00,1.42518,1.4323700000000001,1.4251,1.4304299999999999,None,No
2011.05.19 20:00,1.43048,1.43246,1.43044,1.43136,BR,No
2011.05.19 21:00,1.43139,1.43222,1.42921,1.4311,BL,No
2011.05.19 22:00,1.4310100000000001,1.43155,1.43044,1.43105,None,No
2011.05.19 23:00,1.4310100000000001,1.43143,1.43031,1.43116,BL,No
2011.05.20 00:00,1.43117,1.4315,1.43049,1.4308,None,No
2011.05.20 01:00,1.43077,1.43236,1.43077,1.43139,None,No
2011.05.20 02:00,1.43144,1.4337,1.43131,1.43251,BR,No
2011.05.20 03:00,1.4322,1.43234,1.42933,1.42979,BL,No
2011.05.20 04:00,1.42982,1.43072,1.42967,1.43003,None,No
2011.05.20 05:00,1.4299600000000001,1.4313,1.4298899999999999,1.43109,None,No
2011.05.20 06:00,1.43111,1.43161,1.43079,1.43108,BR,No
2011.05.20 07:00,1.4310399999999999,1.4316,1.43067,1.4315799999999999,BL,No
2011.05.20 08:00,1.4317799999999998,1.43303,1.4313799999999999,1.43275,None,No
2011.05.20 09:00,1.43271,1.43305,1.43108,1.43174,None,No
2011.05.20 10:00,1.43173,1.43429,1.4300899999999999,1.4337,BL,No
2011.05.20 11:00,1.43374,1.43451,1.43147,1.43179,BR,No
2011.05.20 12:00,1.43179,1.43333,1.4290200000000002,1.42911,None,No
2011.05.20 13:00,1.42905,1.42919,1.42422,1.42448,None,No
2011.05.20 14:00,1.42477,1.42553,1.42107,1.42276,BL,No
2011.05.20 15:00,1.42274,1.4254799999999999,1.42124,1.42472,None,No
